position	functional_class	mitomap_class_loci	n_mitomap_class_loci	mitomap_all_loci	mitomap_all_descriptions	mitomap_source_revision	mitomap_source_url
13600	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13601	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13602	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13603	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13604	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13605	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13606	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13607	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13608	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13609	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13610	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13611	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13612	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13613	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13614	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13615	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13616	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13617	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13618	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13619	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13620	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13621	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13622	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13623	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13624	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13625	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13626	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13627	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13628	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13629	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13630	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13631	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13632	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13633	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13634	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13635	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13636	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13637	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13638	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13639	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13640	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13641	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13642	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13643	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13644	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13645	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13646	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13647	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13648	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13649	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13650	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13651	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13652	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13653	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13654	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13655	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13656	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13657	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13658	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13659	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13660	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13661	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13662	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13663	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13664	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13665	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13666	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13667	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13668	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13669	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13670	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13671	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13672	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13673	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13674	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13675	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13676	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13677	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13678	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13679	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13680	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13681	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13682	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13683	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13684	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13685	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13686	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13687	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13688	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13689	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13690	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13691	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13692	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13693	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13694	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13695	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13696	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13697	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13698	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13699	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13700	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13701	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13702	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13703	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13704	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13705	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13706	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13707	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13708	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13709	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13710	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13711	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13712	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13713	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13714	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13715	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13716	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13717	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13718	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13719	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13720	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13721	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13722	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13723	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13724	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13725	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13726	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13727	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13728	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13729	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13730	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13731	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13732	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13733	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13734	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13735	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13736	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13737	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13738	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13739	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13740	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13741	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13742	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13743	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13744	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13745	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13746	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13747	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13748	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13749	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13750	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13751	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13752	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13753	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13754	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13755	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13756	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13757	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13758	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13759	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13760	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13761	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13762	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13763	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13764	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13765	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13766	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13767	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13768	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13769	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13770	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13771	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13772	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
13773	protein_coding	MT-ND5	1	MT-ND5	NADH dehydrogenase subunit 5	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
